SME_No,Company_Name,Company Address,City,Country_Name,Tel_Number,Email_address,Website,Legal_structure,LOB_Description,Sector
1,HEALTHCARE INTERNATIONAL NIGERIA LTD.,"308A, Murtala Mohammed Way, Yaba",Lagos,Nigeria,234(0)8052099099,info@healthcare-ng.com,www.healthcare-ng.com,Private limited co,Subject Is Into Healthcare Management Services.,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agriculture
229,CARDINAL SECURITY SERVICES LIMITED,"Plot 22, Road 10 Lekki Peninsula Scheme",Lagos,Nigeria,234(0)8091111002,sibeh@cardinal-ng.com; feedback@cardinal-ng.com,www.cardinal-ng.com,Private Limited Liability Company,"Technical Security Application, Security Risk Analysis, Investigation, Due Diligence Checks And Vetting",Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,MEDIA FUSE DENTSU AEGIS NETWORK LIMITED,95B Oduduwa Crescent Gra,Lagos,Nigeria,234(1)8182391, , ,Private Limited Liability Company,"To Carry On Business Of Advertising, Media Services & Communication",Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,COL NIGERIA LIMITED,"1681, Olakunle Bakare Close Off Sanusi Fafunwa",Lagos,Nigeria,234(1)4610775,info@colnigeria.com,www.colnigeria.com,Private limited co,"Shipping, International Oil Trading, Road Haulage, Coastal Sale Of Petroleum Products, Supplies Of Equipment And Various Services Onshore And Offsore",Transport/storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,BG CONTRACTING LIMITED,206 Ikorodu Road Palmgrove,Lagos,Nigeria,234(0)8033381294,info@bernicegroup.com ; bernicegroup@yahoo.com,www.bernicegroup.com (Group Website),Private Limited Liability Company,"Wood Export, Supply And Installation Of Top Quality Wood Flooring (Wooden Staircases, Wooden Ceilings And Wall Paneling And External Deckings)",Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PRIMA SOLUTION INSURANCE BROKERS LTD,No. 41B Unity Road,Kano,Nigeria,234(0) , , ,Private limited co,Insurance Brokers,Financial Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,JAMBOLO ONLINE SERVICES LIMITED,29 Ijaoye Street Jibowu,Lagos,Nigeria,234(0)8099443696,Kayode@jambolo.com, ,Limited liablity company,"Engaged As Maintaining Online Directory Of Blue Collar Workers Such As Air Conditioner Maintenace, Aluminium Workers",Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,BONUM CONSILIUM AFRICA LTD,457B Titilayo Adedoyin Street Omole Phase 1,Lagos,Nigeria,234(0)8171880003,info@bonumconsilium.co.uk, ,Private limited co,Oil & Gas Services; Pipeline Installation & Maintenance Services; Procurement & Supplies,Petroleum downstream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,DINDU ENERGY SERVICES & RESOURCES LIMITED,"Plot 23 Block 68, Lekki Phase 1 Bisola Durosimi Etti Drive",Lagos,Nigeria,234(1)2916990,ikoniah@gmail.com; info@dinduenergy.com,www.dinduenergy.com,Private limited co,General Trading,Wholesale/retail trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,FLOORENZO WEST AFRICA LIMITED,"No.6, Boyle Street",Lagos,Nigeria,234(1)4622380,info@floorenzo.com,www.floorenzo.com (Under Construction),Private limited co,"Construction (Civil, Mechanical, Electrical)",Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PRIMEVAILS LIMITED,30B Coker Road,Lagos,Nigeria,234(0)8027723627,primevailsltd1@yahoo.com, ,Private limited co,Construction ; Procurement & Supplies; Oil And Gas Services,Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,ASSET AND RESOURCE MANAGEMENT COMPANY LIMITED,1 Mekunwen Road Off Oyinkan Abayomi Drive,Lagos,Nigeria,234(1)2715000,info@arm.com.ng,www.arm.com.ng,Private limited co,"Provides Wealth Management, Financial Planning, And Advisory Services",Financial Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,LARISE FOODS NIGERIA LIMITED,"Block 2, Plot 6",Lagos,Nigeria,234(0)7035451444,s.agada@live.com, ,Private limited co,Engaged Into Food Processing,Agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,BUA SUGAR REFINERY LIMITED,22B Creek Road Apapa,Lagos,Nigeria,234(0)8034079007,waleazeez007@yahoo.com, ,Private limited co,Provides Sugar Refinery; Manufacture And Trading Of Cement; Engaged Into Loading And Unloading Services,Agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,NETWORK INFORMATIONS TECHNOLOGY NIGERIA LTD,"Arinkandi House 1, Chief Raimi Adedokun Way Off General Hospital Road, Oremeji / Ifako -Gbagada",Lagos,Nigeria,234(1)7742797,info@nitnigeria.com,www.nitnigeria.com,Private Limited Liability Company,To carry on business of local area network installation.,Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,ONESUBSEA OFFSHORE SYSTEMS NIGERIA LIMITED,Kpmg Towers Bishop Aboyade Cole Street,Lagos,Nigeria,234(1)2796500, ,www.onesubsea.slb.com (group company),Private limited co,"Petroleum Products Exploration , Sales And Distribution",Petroleum downstream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,NICHIE SYSTEMS LTD,223 Ikorodu Road Ilupeju,Lagos,Nigeria,234(0)8052949039,info@nichiesystems.com, ,Private limited co,"Engaged Into Software Development For Mobile, Embeded Systems And Enterprise",Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,U S CONSULATE LAGOS,Walter Carrington Crescent,Lagos,Nigeria,234(1)4603600,lagosacs@state.gov,www.nigeria.usembassy.gov,Government Enterprise,"Engaged As An Embassy, Provides Visa And Passport Services",Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,BRADE CONSULTING LIMITED,"No 28 Raymond Njoku Street Office 4B, The Bureau",Lagos,Nigeria,234(1)2902597,info@bradeconsulting.com,www.bradeconsulting.com,Private limited co,"Well Design And Construction, Drilling / Completion / Workover Services Production Optimization And Rig Management Support Well Project Management Manpower Services For Drilling/Completion Operations Procurement Of Octg (Casing & Tubing Pulp Joints) For Drillings & Completion Operations Heavy Duty Equipment (Christmas Trees, Well Heads, Etc) Supply Of Drilling And Completions Chemicals",Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,BYTES CREATIVE LIMITED,Kolawole Street Maryland,Lagos,Nigeria,234(0)8066603063,fatolutoye@yahoo.com, ,Private limited co,Design And Development Studio,Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,COURIERPLUS SERVICES LIMITED,"No.1, Olabode Street Off Muritala Muhammed International Airport Road",Lagos,Nigeria,234(1)2793140,info@courierplus-ng.com,www.courierplus-ng.com,Limited liablity company,Logistics & Distribution Services; Haulage Services,Transport/storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,BAYDEN GLOBAL CONCEPTS LTD,"13 Dd Street, Shaghari Estate",Lagos,Nigeria,234(0)8164665288,"info@baydenglobalconcepts.com,bomi.m@baydenglobalconcepts.co",www.baydenglobalconcepts.com,Limited liablity company,"We are primarily into water engineering services and solutions. We offer design, construction, procurement, installation and maintenance services for",construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,NEST OIL PLC,Africa Re-Building Plot 1679 Karimu Kotun Str,Lagos,Nigeria,234(1)2809886,info@nestoilgroup.com,www.nestoilgroup.com,Private limited co,"Provide Engineering, Procurement And Construction (Epc) Services To The Energy And Oil & Gas Industry",construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,CHRISLAND SCHOOLS LIMITED,26 Opebi Road,Lagos,Nigeria,234(0)7033345880, ,www.chrislandschools.com,Private limited co,Engaged As Educational School Institutions,Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,BOXEDALL PLATFORMS,Idiroko Road 14 Ogshc Estate,Ogun,Nigeria,234(0)8141680294,projects@boxedall.net, ,Private limited co,"Engaged Into Video Streaming , Cdn Services",Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,HAVILAH HYDROCARBON RESOURCES MANAGEMENT (NIG). LTD.,"3, Adekola Balogun Street Maruwa Roundabout Bus-Stop",Lagos,Nigeria,234(0)8055501290,info@havilahenergy.com,www.havilahenergy.com (Group Website),Private limited co,"Subsurface Development, Manpower & Business Development, Well Project Mgt",construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,TEXTS WORTH PUBLISHING LTD,"12,Cmd Road Magado Gra",Lagos,Nigeria,234(0) , , ,Private Limited Liability Company,To Carry On The Business Of Publishing And Printing,Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,ADCAX NOMINEES LIMITED,St Nicholas House Catholic Mission Street,Lagos,Nigeria,234(1)4622094,acas@acas-law.com,www.acas-law.com,Private limited co,Provides corporate governance and compliance services,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,ZAMOONDA NIGERIA LIMITED,Prince Masha Oshilokun Street Off Augustine Anozie Street,Lagos,Nigeria,234(0)8068111570,info@zamoonda.com,www.zamoonda.com,Private limited co,"Services Include Online Advertising, Search Engine Optimization (Seo), Search Engine Marketing (Sem), Email Marketing, Logo Designs, Web Designs And Social Media",Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,DLK OIL & GAS LIMITED,95A Oduduwa Crescent Gra,Lagos,Nigeria,234(0)8143826216,info@dlkoilandgas.com,www.dlkoilandgas.com,Private limited co,"Waste Mgt Services, Major Construction Services, Drilling/Production Services, Environmental Restoration, Manpower Supply, Equipment Supply(Ppe, Chemical), Installation And Upgrade Of Onshore & Offshore Production Facilities & Platforms Industrial Cleaning, Major Vessels Supply And Operation, Confined Space Rescue Etc",Petroleum downstream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,RUTOTECH INTERNATIONAL LIMITED,"4B, Niyi Okunubi Street Off Admiralty Road, Lekki Phase 1",Lagos,Nigeria,234(0)9067719105,rutotech@gmail.com; contact@rutotechintl.com,www.rutotechintl.com,Private limited co,Equipment Supply Services(Communication Eqiptment And Household Appliances),Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,WORLDLINK INSURANCE BROKERS NIGERIA LIMITED,Plot 21B Temilola Akinbode Street,Lagos,Nigeria,234(0)8036206061,info@worldlinkinsurancebrokers.com,www.worldlinkinsurancebrokers.com,Private limited co,Insurance Broking And Consultancy Service.,Financial Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,SPEEDO ENERGY RESOURCES LIMITED,"21B, Temilola Akinbode Street",Lagos,Nigeria,234(0)8033009796,info@speedoenergy.com,www.speedoenergy.com,Private limited co,Oil Marketing,Petroleum downstream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,MERITZERVE,Bola Adedamola Street,Lagos,Nigeria,234(0)9095941578, , ,Limited liablity company,services related to real estate project and investment plans,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,NETLIBRARY NIGERIA LTD,"Alhaji Kanike Close, Off Awolowo Road South West Ikoyi",Lagos,Nigeria,234(0)9093609646,information@netlibrarynigeria.net,www.netlibrarynigeria.net,Private limited co,"Engaged As Online Computer Library Center, Services Include Turnkey Online Library Implementation, Library Management, As Well Implementation Advisory Services,Providing The Latest In Electronic Publishing And Total Library Package Solutions,Provide A Flexible And Stable E -Content Platform",Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,ASHOMO JURA & SONS,NO 40 Hawley Street,Lagos,Nigeria,234(0)8056328951,makunmii@yahoo.co.uk, ,Private limited co, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,KHABLATLARA NIGERIA VENTURES,18 Fafolu Street Olorunsogo Mushin,Lagos,Nigeria,234(0)8023236295,khablatventure@yahoo.com, ,Private limited co,Engaged In Commercial Printing,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,SOURCE ENGINEERING AND CONSTRUCTION COMPANY LIMITED,"18, Adepitan Street Araba Layout",Lagos,Nigeria,234(0)8023372303,richardlauck@sourcengineering.org,www.sourcengineering.org,Partnership,Provides Engineering And Construction Services,construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,XERO CONSULTING LIMITED,Admiralty Way Lekki Phase 1,Lagos,Nigeria,234(0)8033813501,sesan.owolobi@xeroconsultingng.com; info@xeroconsultingng.co,www.xeroconsultingng.com,Private limited co,"It Consultancy And Support Services,Web Development, Mobile Application Services, Software Development",Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,CINALT RESOURCES LIMITED,"13b, Johnvic Igboanugo Street Off Chris Madueke Drive",Lagos,Nigeria,234(704)6474226,info@cinalt.com; benjamin.orode-okah @cinalt.com,www.cinalt.com,Private Limited Liability Company,Procurement And Supplies Of Specialty Chemicals,Wholesale/retail trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,BANCE GLOBAL TEKNIC LIMITED,Plot 7B Idejo Street Off Adeola Odeku,Lagos,Nigeria,234(17)632252,services@bancegt.com,www.bancegt.com,Private limited co,"Service Provider; Procurement Services For Mobil Producing Nigeria Unlimited, This Will Include (Supply Of Valves, Fittings And Pipes Etc)",Petroleum downstream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,D.GOLDEN AND ASSOCIATES,Bamgbose Street Tinubu Square,Lagos,Nigeria,234(0)8027563228,duruekegolden@yahoo.com, ,Private Limited Liability Company,Supply of office equipment stationery and computer accessories,Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,JAWURA ENVIRONMENTAL SERVICES LIMITED,"77, Ikorodu Road Fadeyi",Lagos,Nigeria,234(0)8074541544,admin@jawura.com.ng,www.jawura.com.ng,Private limited co,"Company Provides Are Environmental Studies & Consultancy Services, Laboratory Services, Monitoring Programme, Hydrocarbon Analysis, Pesticide Analysis, Waste Management, Soil Services, Air Quality",Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,SEMA CONSULTING LIMITED,Broad Street Victoria Island Extension,Lagos,Nigeria,234(1)2809359,inquiries@semaconsultingltd.com, ,Private limited co,"Systems Integration Design,Erp Or Database Applications Programming Services",Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,OAK PENSIONS LIMITED,Murtala Mohammed Way,Lagos,Nigeria,234(1)2959890,info@oakpensions.com, ,Private limited co,"The company’s focus and strength will be the application of modern information technology for the management, operation and investment of pension funds for maximum yield to contributors.",Financial Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,ELETU ROYAL VENTURES,21 Professor Adenushi Street Ikorodu,Lagos,Nigeria,234(0)8182025530,eletusefiu@yahoo.com, ,Private limited co,Safety Equipments,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,FLI-ALPHA SOLUTION LTD,No 16 titiloye street,Lagos,Nigeria,234(0)8028379075,morola.oluwa@yahoo.com,www.flialphasolutions.com (Not Working),Partnership,Provides It Services And Solutions; Supply It Products And Services,Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PETRA CHRISTIAN CENTRE,"Animashaun Street 4, Census Close, Off Babs",Lagos,Nigeria,234(0)8029913430,admin@petracc.org, ,Non-profit Organization,Church,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,SIMBA INFRASTRUCTRE LIMITED,77/79 Eric Moore Road,Lagos,Nigeria,234(1)7739955,info@simba.com.ng,"www.simbainfrastructure.com.ng, www.simba.com.ng",Private Limited Liability Company,"To Engage In The Importation, Wholesales And Distribution Of Hard Wares Telecommunication Equipments Spare Parts And Component Etc",Wholesale/retail trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,FIRST MARINE AND ENGINEERING SERVICES LIMITED,No 79A Samuel Adedoyin Crescent,Lagos,Nigeria,234(0)8038596175,info@firstmarineeng.com,www.firstmarineeng.com,Private Limited Liability Company,"Dredging, Drilling Services, Equipment Hiring, Construction, Etc",Mining & Quarrying ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,STRABIC CONSTRUCTION LIMITED,"Plot 12, Cipm Road Alausa",Lagos,Nigeria,234(0)8033283214,info@strabic.com.ng, ,Private limited co,"Qa/Qc, Procurements, Asset Integrity, Dredging, Pigging, Civil & Building Construction Etc",Mining & Quarrying ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,MILTONGREY OILFIELD SOLUTIONS LIMITED,"45A, Adebayo Doherty Road Off Admiralty Way",Lagos,Nigeria,234(14)536654,info@miltongrey.com;kolaoeunayo@miltongrey.com,www.miltongrey.com,Private limited co,Procurement of Exploration and Production materials such instrumentation and flow control equipment's as well as provision of drilling support services,Mining & Quarrying ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,WOLFFOX LIMITED,Alarape Street,Lagos,Nigeria,234(0)8165473405, , ,Private limited co,Engaged In Information Technology Solutions,Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,VENEBLINDA LIMITED,Sanusi Fafunwa street,Lagos,Nigeria,234(1)4631431, , ,Limited liablity company,Interior Designs,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,SOUTH ENERGYX DEVELOPMENT FREE ZONE ENTERPRISE,"Harbour Lights Avenue, Eko Atlantic City",Lagos,Nigeria,234(0)8053808080, , ,Private limited co,Planning and construction,Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,WEST AFRICA NETWORK FOR PEACE BUILDING NIGERIA,Adeniji Street Adeniji Estate,Lagos,Nigeria,234(0)8062072468,wanep@wanepnigeria.com, ,Non-profit Organization,Provides Peace & Conflict Resolution Services,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,GTL GROUP,Plot 1698A Oyin Jolayemi Street,Lagos,Nigeria,234(1)6310929,info@blvservices.com,www.gtlgroup.com,Private limited co,Greenwich Trust Limited offers a full spectrum of Financial Advisory services that cover financial/ business restructuring and consolidation to meet our clients’ corporate plans.,Financial Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,NEHROO PHOTOGRAPHY LTD,"93 Allen Avenue 31 Afolabi Aina Street, Off Allen",Lagos,Nigeria,234(0)8164972335, , ,Private limited co,Engaged In Commercial Photography,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,WOMEN PROTECTION ORGANISATION,"22, Dumare Street",Lagos,Nigeria,234(0)7087908808,wopott@yahoo.com, ,Non-profit Organization,Provides Women Welfare Related Services,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,GENNEX TECHNOLOGIES,"Adebisi Ogunniyi, Crescent, Block 113, Plot 25 Off Oladimeji Alao Street",Lagos,Nigeria,234(1)2934490,info@gennextechnologies.com,www.gennextechnologies.com (Group Website),Private limited co,"Manufacturer Designs, Manufactures And Supplies Solar Panels, Batteries, Auto Grid Sensing Universal Inverters For Microgrid, On-/Off Grid And Hybrid Applications (Electrical Design, Structural Design, Product Supply, Installation, Operation And Maintenance)",Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,DEXTATEK LIMITED,5 Imasuen Street,Lagos,Nigeria,234(0)8039558664,jamal@dextatek.com; info@dextatek.com,www.dextatek.com,Limited liablity company,"Provides Web Design Services, Development In Terms Of Website Creation, Maintenance Services",Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,LATEEJAY NIGERIA LIMITED,"8A, Louis Solomon Close Victoria Island",Lagos,Nigeria,234(81)3633772,info@lnlimited.com,www.lnlimited.com,Private Limited Liability Company,To Carry On Business Of General Bus Consultancy And Offer Useful Business Advisory Services To Persons.,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,4TH DIMENSION GLOBAL SERVICES LIMITED,24 Allen Avenue Ikeja Lagos,Lagos,Nigeria,234(0)7010027355,fourthdimension92@yahoo.com, ,Limited liablity company,"Fourth Dimension Group of companies offers several industrial solutions ranging from Master Planning & Architectural Design to Utility Engineering, Agriculture, Scientific Farming, Eco Tourism, Power Generation Plants, Animatronics, Special Effects and Themeing.",Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,INTERSPATIAL TECHNOLOGY NIGERIA LIMITED,9A Lateef Jakande Road,Lagos,Nigeria,234(0)8083753738,info@interspatialgis.com,www.interspatialgis.com,Private limited co,"Engaged In Surveying, Mapping And Geographic Information Systems",Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,VIDACOM INTERNATIONAL SYSTEM NIGERIA LIMITED,"14A, Bayo Dejonwo Street Off Bode Thomas Street",Lagos,Nigeria,234(1)6284696,info@vidacom-group.com,www.vidacom-group.com,Private limited co,"It And Unified Communications Solutions (Voice, Video And Data)",Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,BLUETAG SYNERGY PROJECTS LIMITED,295 Herbert Macaulay Road Yaba,Lagos,Nigeria,234(1)2124681,info@bluetagsynergy.com,www.bluetagsynergy.com,Private limited co,Oil And Gas Services,Petroleum downstream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
