,NAME,PHONE NO,COMPANY ORG,LOCATION,BIZ ADDRESS,SHARE CAPITAL,EMAIL,SECTOR,PRODUCT/SERVICES,NO OF EMPLOYEES,TURNOVER
,HARRYTECH DIGITALS,08106951788,,Benue,Lagos Street,,igboancy@gmail.com,Photo Materials,"Art,
Entertainmen t And Recreation",,,,,,
,KHAMIS SPECIAL TRADING,08135824969,,Benue,"No 36,Kano Line,Wadata Market",,"muhammadkhamaismusa@yahoo
.com",Provision Store,"Wholesale and Retail Trade, Repair of Motor Vehicles and Motorcycles",,,,,,
,AB.O MULTI PURPOSE CONCEPT NIG LTD,08034015792,,Benue,Aedc Uptears Chanchaga Makurdi Benue State,,othmanabdulrazaq@gmail.com,Priting And General Contractor,"Wholesale And Retail Trade, Repair Of Motor Vehicles And Motorcycles",,,,,,
,AL NASARA GLOBAL RESOURCES LTD,07068846663,,Benue,"Sw 223,
Yoruba Road, Makurdi",,alowonleabj@gmail.com,General Contractor,"Professional,
Scientific Technical Work",,,,,,
,ABDUL BUSINESS VENTURES,07031921903,,Benue,"Makurdi,Sokot o Street",,abdul4u903@gmail.com,"Carsales,Bu
ying And Selling Of Goods",Other services activities,,,,,,
,OFICON HOTEL LIMITED,07033224776,,Benue,Km 5 Otukpo Road Makurdi,,oficonhotels@gmail,Hotels And Accommod ation,Accommodati on and Food services,,,,,,
,ALI LUKMAN BLOCK INDUSTRY,08069311442,,Benue,9 Ilori Street,,"d6722116
@gmail.com",Block Industry,Manufacturin g,,,,,,
,DIAMOND SALAHU DIGITAL PRINTS LTD,08039104519,,Benue,"Sw 126, Lagos Street, Makurdi Benue State",,diamonddigitalprints0612@gmail.com,Printing,"Wholesale And Retail Trade, Repair Of Motor Vehicles And Motorcycles",,,,,,
,USHA PERFECT SCHOOLS AND SERVICES,08071055037,,Benue,"Behind Ecwa
Secondary School,Northb ank.",,ushahemba@gmail.com,Schools And Services,Education,,,,,,
,SOLARCOM PRESS,08068611055,,Benue,No 1 Joe Akahan Street,,asaatyosolomon@gmail.com,Printing And Publishing,"Professional,
Scientific technical work",,,,,,
,SOLARCOM PRESS,08068611055,,Benue,No 1 Joe Akahan Street,,asaatyosolomon@gmail.com,Printing And Publishing,"Professional,
Scientific technical work",,,,,,
,JOSIAH IDECHU IKANI JIDIK,07032129575,,Benue,Lorchia Ayu Red Formally,,"idechujosihikani@gmail
.com",Educational Services,"Professional,
Scientific Technical Work",,,,,,
,REVELATION PHARMACY,07038254679,,Benue,Yoruba Road Makurdi,,pharm344@gmail.com,Pharmacy,Human Health And Social Work,,,,,,
,MENU EDUCATIONAL SERVICES,07039134174,,Benue,"No 11 Joe Akahaah High Level, Makurdi",,suemter19@gmail.com,Educational Services,Education,,,,,,
,MENU EDUCATIONAL SERVICES,07039134174,,Benue,"No 11 Joe Akahaah High Level, Makurdi",,suemter19@gmail.com,Educational Services,Education,,,,,,
,MENU EDUCATIONAL SERVICES,07039134174,,Benue,"No 11 Joe Akahaah High Level, Makurdi",,suemter19@gmail.com,Educational Services,Education,,,,,,
,MENU EDUCATIONAL SERVICES,07039134174,,Benue,"No 11 Joe Akahaah High Level, Makurdi",,suemter19@gmail.com,Educational Services,Education,,,,,,
,"MENU
EDUCATIONAL SERVICES",07039134174,,Benue,"10 Opposite
Zenith Bank High Level, Makurdi",,suemter19@gmail.com,Sales Of Educational Services,Education,,,,,,
,NEULAD MULTI BUSINESS LTD,00708608982,,Benue,Balawa Crescent High- Level,,neuladmultipurpose@gmail.com,Bookshop,Education,,,,,,
,NEULAD MULTI BUSINESS LTD,00708608982,,Benue,Balawa Crescent High- Level,,neuladmultipurpose@gmail.com,Bookshop,Education,,,,,,
,KAMILU DAHIRU PROVISION,07041591914,,Benue,6 Lagos Street,,kamiludahiru@gmail.com,Provision Store,"Wholesale and Retail Trade, Repair of Motor Vehicles and Motorcycles",,,,,,
,ZEVSJ LIMITED,08038806408,,Benue,"11 Rail Way By Pass, High Level",,zevsjlimited@gmail.com,Information,"Information
and Communicati on",,,,,,
,ZEVSJ LIMITED,08038806408,,Benue,"11 Rail Way By Pass, High Level",,zevsjlimited@gmail.com,Information,"Information
and Communicati on",,,,,,
,ZEVSJ LIMITED,08038806408,,Benue,"11 Rail Way By Pass, High Level",,zevsjlimited@gmail.com,Information,"Information
and Communicati on",,,,,,
,ZEVSJ LTD,08038806408,,Benue,"11 Rail Way By Pass, High Level Makurdi",,zevsjlimited@gmail.com,Information And Technology,"Information
and Communicati on",,,,,,
,LOIS HOTEL LTD,09019319290,,Benue,"No 10,Gboko Road",,loishotel@gmail.com,Hotels And Accomodati on,Accommodati on and Food services,,,,,,
,MAITURAKU NIG LTD,08036935632,,Benue,"No 9, Sayako
Kuta/Gwada Road, Benue State",,maituraku@gmail.com,General Contractor,Construction,,,,,,
,GAJIWA COMMUNICATIO NS LTD,07036228243,,Benue,"No197Ibrahim kuchicrescent makurdi,Maku rdi,Benue",,diddyboi25@gmail.com,Printing And Publishing,Information and Communicati on,,,,,,
,AHAMAD'S SALAD AND PERISHABLE,07069626043,,Benue,56 Wadata Market,,muktarahamad53@gmail.com,Sales Of Salad And Perishable,Accommodati on and Food services,,,,,,
,"GOLDEN AGE
GROUP OF COMPANIES NIGERIA",08068113750,,Benue,"D44 Farm
Center Tunga Makurdi Benue State",,"goldenageg
rupofcompany@gmail.com","Sales Of
Curtains And Furniture",Other services activities,,,,,,
,E CCECEZA COM NIGERIA LIMITED,08035895550,,Benue,"Shop 21
Building Materials Limited",,cchigmag2@gmail.com,Iron And Steel,Other services activities,,,,,,
,WHATNET PROJECTS LIMITED,07065328304,,Benue,"Swite E8 Emab Plaza, Kano Crescent, Wuse 11Abuja",,kazeenmolawate20017@gmail.com,Borehole,Construction,,,,,,
,CAL-MAJ,07065554403,,Benue,No.8 Railway Byu Pass High Level Mkd,,cal-majnigltd@gmail.com,Technical And Engineering Quipment,"Wholesale and Retail Trade, Repair of Motor Vehicles and Motorcycles",,,,,,
,CAL-MAJ,07065554403,,Benue,No.8 Railway Byu Pass High Level Mkd,,cal-majnigltd@gmail.com,Technical And Engineering Quipment,"Wholesale and Retail Trade, Repair of Motor Vehicles and Motorcycles",,,,,,
,TRUST RESORT SERVICES LTD,08102831938,,Benue,Lucy Aluor Street,,trustresort11@gmail.com,Resort And Hotels,Accommodati on and Food services,,,,,,
,COMFORT UVAMO NIGERIA LIMITED,08037436941,,Benue,Abuking Shuluwa Road,,comfortuvamo@gmail.com,Hotel,Accommodati on and Food services,,,,,,
,SIXSPEACE ENTERPRISE LTD,07030322113,,Benue,"No 8, Fuse
Dokis Street, High Level, Opposite High Level",,spencer2straight@gmail.com,Barbing Salon,Other services activities,,,,,,
,SIXSPEACE ENTERPRISE LTD,07030322113,,Benue,"No 8, Fuse
Dokis Street, High Level, Opposite High Level",,spencer2straight@gmail.com,Barbing Salon,Other services activities,,,,,,
,J O ATTAH ENTERPRISE,08039672021,,Benue,"62 Old Otukpo Road High Level, Makurdi Benue State",,sundayattah173@gmail.com,"Printing, Publishing, Marketing, Sale And Supply'S Of Prinitng","Wholesale and Retail Trade, Repair of Motor Vehicles and Motorcycles",,,,,,
,RESCUE PHARMACY,07034939607,,Benue,Kpakungu Bida Road,,eyimvee@gmail.com,Pharmacy,Human Health And Social Work,,,,,,
,JOECY LUXURY HOTELS,09029137502,,Benue,1 Ancha Street Off Ishaya Bakut,,joecyluxury@gmail.com,Hotel,Accommodati on and Food services,,,,,,
,SHIBBOLETH PRINTS,08078788484,,Benue,"No 33 Otukpo Road , High Level Makurdi",,"shibbolethp
rintsnig@gmsil.com","Print Publishing, Supplies Etc",Manufacturin g,,,,,,
,SHIBBOLETH PRINTS,08078788484,,Benue,"No 33 Otukpo Road , High Level Makurdi",,"shibbolethp
rintsnig@gmsil.com","Print Publishing, Supplies Etc",Manufacturin g,,,,,,
,SHIBBOLETH PRINTS,08078788484,,Benue,"No 33 Otukpo Road , High Level Makurdi",,"shibbolethp
rintsnig@gmsil.com","Print Publishing, Supplies Etc",Manufacturin g,,,,,,
,SHIBBOLETH PRINTS,08078788484,,Benue,"No 33 Otukpo Road , High Level Makurdi",,"shibbolethp
rintsnig@gmsil.com","Print Publishing, Supplies Etc",Manufacturin g,,,,,,
,D.O.BROTHERS SUPERMARKET,08069512569,,Benue,16 Benue Crescent Wadata,,dobrothers@gmail.com,Supermarke t,"Agriculture,
Forestery, Fishing and Hunting",,,,,,
,S W ALADE MOTOR MECHANIC,07044060581,,Benue,Plot 10 Keteren Gwari Mechanic Site,,abbdulmalikibnsalam@gmali.com,Mechanic Workshop,"Wholesale And Retail Trade, Repair Of Motor Vehicles And Motorcycles",,,,,,
,MOMY ZEE SPECIAL,09063441195,,Benue,No 12 Kano Street Wadata Makurdi,,jibrinkhadija1986@gmail.com,Agriculture,"Agriculture,
Forestery, Fishing and Hunting",,,,,,
,LAWAN AHMED BUSINESS TEXTILES,07064447907,,Benue,Mordem Market Makurdi,,lawanahmed@gmail.com,Sells Materials,"Wholesale and Retail Trade, Repair of Motor Vehicles and Motorcycles",,,,,,
,HUSSAN GLOBAL VENTURES,08063721444,,Benue,"Opposite Ome
And Diagnostic Laboratory",,hassanabubakar@gmail.com,Tailouring,Manufacturin g,,,,,,
,MIS ROCKET INT^L,234(0)080 37151723,,Lagos,"158, Akowojo Road, Egbeda",,lnfo@MISRocket.com,Other Service Activities ,,,,,,,
,ADPHIL TRANSPORT COMPANY,234(0)070 98141662,,Lagos,"24 Ogudu road, Ojota",,adphiltransport@gmail.com,Transport/storage,,,,,,,
,NEW WORLD BOUTIQUES,234(0)081 81005220,,Lagos,87 Abiodun Jagun road Ogba,,newworldboutiques@yahoo.com,Other Service Activities ,,,,,,,
,SOPHIE COUTURE,234(0)080 30910267,,Lagos,15 Adeniran ogunsanya street surulere,,sophiecouture@gmail.com,Other Service Activities ,,,,,,,
,VICTORIOUS BOUTIQUE,234(0)080 82042206,,Lagos,"suite A 17, ikota shopping complex, Ajah",,info@victoriousboutique.com,Other Service Activities ,,,,,,,
,NEDBEKA COLLEZIONIC,234(0)070 81007704,,Lagos,59 Adeyemo Akapo str Omole estate,,nedbeka@yahoo.com,Other Service Activities ,,,,,,,
,PARADAISE OUTFIT,234(0)007 03267995,,Lagos,141 Akowonjo road Egbeda,,paradaise@gmail.com,Other Service Activities ,,,,,,,
,COLLECTION R,234(0)070 25700983,,Lagos,"20 Babatunde Ladega close, ikeja",,liz@collection-r.com,Other Service Activities ,,,,,,,
,THE WARDROPE BOUTIQUE,234(0)080 22609000,,Lagos,41 olowu street ikeja,,thewardropboutique@gmail.com,Other Service Activities ,,,,,,,
,ENY QUALITY  STORES LTD,234(0)081 79453440,,Lagos,"132, Opebi Road Ikeja Lagos",,edithemem04@gmai.com,Other Service Activities ,,,,,,,
,NEW WORLD,234(0)081 23656363,,Lagos,7 Ogunnusi road,,newworldreal@yahoo.com,Other Service Activities ,,,,,,,
,KIDS BESTPRICE,234(0)090 83445214,,Lagos,"34, ljaiye Road (Jehovah sham may plaza) Ogba",,ngozikima@yahoo.com,Other Service Activities ,,,,,,,
,EMMYDON TRADING COMPANY,234(0)080 33184971,,Lagos,"13,Broadstreet Lagos Island Lagos",,emmydontrading@gmail.com,Other Service Activities ,,,,,,,
,ADONI CORPORATE SERVICES,234(0)070 54735622,,Lagos,No 13 Olusoji str Orimolade colledge road ikeja,,Info@adonicorporateservices.com,Other Service Activities ,,,,,,,
,OGES CREATIVE DECOR,234(0)080 23946411,,Lagos,"8 Oyewuwo off itire road, Mushin",,ogesmania@yahoo.co.uk,Other Service Activities ,,,,,,,
,CORNERSTONE,234(0)081 81838286,,Lagos,"80 Adeniyi jones, Ikeja",,cornerstoneg@gmail.com,Other Service Activities ,,,,,,,
,FLAKECIOUS CATERING & EVENT MANAGEMENT,234(0)080 34711140,,Lagos,"4, Oyetola odeniyi street, off Acme Road, ogba",,omotola_ibironke@yahoo.com,Other Service Activities ,,,,,,,
,BELLSANDRIBBONS EVENTS,234(0)070 34778101,,Lagos,1 Harbour road Lagos,,bellsandribbonsevent@yahoo,Other Service Activities ,,,,,,,
,HERMAFIELD LIMITED,234(0)009 00165009,,Lagos,"suit 114, Ist floor, GOLDEN plaza",,hermafieldlimited@gmail.com,Other Service Activities ,,,,,,,
,MAIN BOWL EVENTS LIMITED,234(0)008 03122971,,Lagos,"52 Awolowo road, Falomo",,mainbowlevents@yahoo.com,Other Service Activities ,,,,,,,
,NAPHTALI EVENTS & PARTY RENTALS LIMITED,234(0)070 83777653,,Lagos,"58, Ayodele street, lekky",,naphtalievents@yahoo.com,Other Service Activities ,,,,,,,
,BONIC BRIDAL EVENT,234(0)080 91931837,,Lagos,25 shasha road Egbeda,,Bonicbraidal@gmail.com,Other Service Activities ,,,,,,,
,REEDS AND SCENTS LIMITED,234(0)008 06643622,,Lagos,51 Yusuf street,,reeds&scentslimited@gmail.com,Other Service Activities ,,,,,,,
,OXYGEN FOODS & SUPPLY LTD,234(0)081 38947623,,Lagos,14 Alawaye street,,oxygenfoodandsupplyltd@gmail.com,Agriculture,,,,,,,
,ZULULAND INTERNATIONAL COMPANY LIMITED,234(0)070 27456423,,Lagos,"45, Offin Road, oke arin,Lagos",,zululandinternationalcompany.com,Other Service Activities ,,,,,,,
,ROSETOP NIGERIA LTD,234(0)080 34475502,,Lagos,"Block B3, suite 7, Olugbede Model Market",,sales@rosetopng.com,Other Service Activities ,,,,,,,
,ROCKSEED INTERNATIONAL COMPANY  NIGERIA,234(0)080 80875832,,Lagos,75 Massey street,,rockseedinter.ng@gmail.com,Other Service Activities ,,,,,,,
,DE-MARCA MAYOR  INTERNATIONAL,234(0)080 62267745,,Lagos,5 fajumobi street egbeda,,demarcamayorinternational@gmail.com,Other Service Activities ,,,,,,,
,DALTRADE NIGERIA LTD,234(0)008 02290627,,Lagos,16 Ilupeju bypass,,info@daltradenigeria.net,Other Service Activities ,,,,,,,
,LAST GLORY MULTI BUISNESS COMPANY,234(0)008 03422817,,Lagos,"40 Docemu street, Oke arin",,lastglorymultibuisinessltd@gmail.com,Other Service Activities ,,,,,,,
,RASAQ CONSTRUCTION COMPANY,234(0)090 54980922,,Lagos,"3,Akinfenwa Street Ogba Lagos",,rasaq142@yahoo.com,Construction,,,,,,,
,WESTERN METALLICA PRODUCT COMPANY,234(0)070 23127416,,Lagos,"16, Welcombe Road, Ogba",,wersternmetal-12@gmail.com,Construction,,,,,,,
,FERROMETAL INDUSTRY LTD,234(0)090 56336262,,Lagos,Berger Express,,oluwafemiashogba09@gmail.com,Construction,,,,,,,
,MOSTEK SYSTEMS TECH LIMITED,234(0)080 33202678,,Lagos,"7b Mobolaji bank Anthony way, Ikeja",,info@mostekasystem.com,Other Service Activities ,,,,,,,
,THE FARM,234(0)081 61216209,,Lagos,"Ademola Ajasa street, Omole phase one",,thefarmbb@yahoo.com,Other Service Activities ,,,,,,,
,SOSACO LIMITED,234(0)070 58188198,,Lagos,plot 3 Obafemi Awolowo way,,harrisonchibueze@sosaconigeria.com,Manufacturing,,,,,,,
,STELOG LIMITED,234(0)008 03607979,,Lagos,John Igboanugo street,,steloglimited@gmail.com,Construction,,,,,,,
,RICHBY MANAGER,234(0)081 77585180,,Lagos,"1, Oyetola street, off ilupeju road, Ilupeju",,richbymanager@gmail.com,Other Service Activities ,,,,,,,
,FITOLA ENTERPRISE,234(0)008 02337702,,Lagos,43 brown way lagos,,femiibitola@yahoo.com,Other Service Activities ,,,,,,,
,LUXURY  GIFT BOX,234(0)008 03189883,,Lagos,166 Bamigboye street,,luxurygiftbox@gmail.com,Other Service Activities ,,,,,,,
,SALES AND DISTRIBUTION SOLUTIONS LIMITED,234(0)080 27660054,,Lagos,"Falomo street, Victoria island",,www.sndsolutions.com,Other Service Activities ,,,,,,,
,RITSOIL PETROLEUM AND GAS LIMITED,234(0)080 56455898,,Lagos,plot 39 Air Ports road,,ritsoil@yahoo.com,Petroleum downstream,,,,,,,
,TOPSY OIL NIGERIA LIMITED,234(0)007 03455621,,Lagos,41 Joel Ogunnaike street Ikeja,,topsyoilnigerialtd.@gmail.com,Petroleum downstream,,,,,,,
,ALL TO ENERGY RESOURCES LTD,234(0)070 33168283,,Lagos,"1,Kingsway Road Ikoyi Lagos",,allenergy@gmail.com,Petroleum downstream,,,,,,,
,SILVERAGE OIL LTD,234(0)070 14479128,,Lagos,"36,Awole Akiyo Street off admiralty way Lekki Lagos",,silverageoil@gmail.com,Petroleum downstream,,,,,,,
,DAMAGIX NIGERIA LTD,234(0)000 14022158,,Lagos,"4,Kingsway Close Ikoyi Lagos",,damagix@gmail.com,Petroleum downstream,,,,,,,
,DEVOGNE STORE,234(0)081 64795432,,Lagos,"2, Awolowo way, ikeja",,devognestore@gmail.com,Manufacturing,,,,,,,
,FEELITE SANITARY PAD,234(0)090 29192377,,Lagos,84 Bamgbose lagos,,info@wura.ng,Manufacturing,,,,,,,
,PRIME PARK INDUSTRIES,234(0)009 07026946,,Lagos,1 Ilupeju avenue,,Primeparkindustries@gmail.com,Manufacturing,,,,,,,
,CHIKKI  FOODS INDUSTRIES LIMITED,234(0)070 36782373,,Lagos,"14, Alowolodun street, Mobil arounbd about,lekky",,info@chikkifoods.com,Manufacturing,,,,,,,
,PRIME PAK INDUSTRIES NIGERIA LIMITED,234(0)070 75378425,,Lagos,"1, Ilupeju Industrial Avenue, llupeju",,primepaindustries@gmail.com,Manufacturing,,,,,,,
,BRANDNOWNOW VENTURE,234(0)080 22696417,,Lagos,"19 ,oyinlola street egbeda",,brandnowventure@gmail.com,Manufacturing,,,,,,,
,THE PAPER PACKAGING COMPANY,234(0)080 63899848,,Lagos,"38, Awolowo road, Ikeja",,tppcp@gmail.com,Manufacturing,,,,,,,
,VODA PAINT,234(0)080 10215467,,Lagos,"Plot 14, Block A, off Acme Road, ogba",,vodapaint234@yahoo.com,Manufacturing,,,,,,,
,A GRAY PHARMACEUTICAL LIMITED,234(0)090 88888678,,Lagos,85 offin Lagos,,agraypharmace@gmail.com,Manufacturing,,,,,,,
,NEIMETH PHARMACETICAL,234(0)080 26555716,,Lagos,1 Industrial estate ikeja,,info@neimethpharcetical.com,Manufacturing,,,,,,,
,T&D PHARMACETICAL,234(0)081 72040727,,Lagos,67 Adeniyi jones avenue ikeja,,t&dpharmacetical@yahoo.com,Manufacturing,,,,,,,
,SKT HEALTH CARE PHARMACEUTICAL,234(0)090 97789655,,Lagos,2 ogunlola crescent ikejs,,info@skthealthcarephamacitical.ng.org,Manufacturing,,,,,,,
,SUMMIT SOAP & DETERGENT MANUFACTURING INDUSTRY,234(0)070 17523225,,Lagos,Opebi Roads Ikj,,adesojilawa@gmail.com,Manufacturing,,,,,,,
,REMONIC MANUFACTURING LIMITED,234(0)080 23382452,,Lagos,18 bintu strret,,Remoni@gmail.com,Manufacturing,,,,,,,
,VITAL PRODUCT LIMITED,234(0)090 70140102,,Lagos,plot 12 Acme road ogba,,info@vitalproduct.com,Manufacturing,,,,,,,
,PINE HILL LEASING LTD,234(0)080 29388017,,Lagos,"50/52,Broad Street Lagos",,pinehillleasing@gmail.com,Other Service Activities ,,,,,,,
,BARIN EPEGA COMPANIES,234(0)080 23139526,,Lagos,98 norma Williams street ikoyi,,barinepegacompanies@gmail.com,Other Service Activities ,,,,,,,
,INTEGRATED MEDIA CONCEPT,234(0)070 41055237,,Lagos,102 Brown way lagos,,kunlet@integratedmediaconcept.com,Other Service Activities ,,,,,,,
,OJJ,234(0)081 62323244,,Lagos,10 John olugbo,,ojjclean@yahoo.com,Other Service Activities ,,,,,,,
,DEEP CLEANING NIGERIA LTD,234(0)070 14338279,,Lagos,"43, Florid close V Island Lagos",,deepcleaning@gmail.com,Other Service Activities ,,,,,,,
,OGBEBOR VENTURES,234(0)070 23141194,,Lagos,"plot 291 Adeyemo Akapo street, Ikeja",,ogbeborventures@yahoo.com,Other Service Activities ,,,,,,,
,LYDIA CLOTHS LIMITED,234(0)090 23013719,,Lagos,"11, lfelodun close off Awolowo Way, lkeja",,chidi2001@yahoo.com,Other Service Activities ,,,,,,,
,DE MARCA MAYOR,234(0)080 62207745,,Lagos,5 Fajumobi st Egbeda,,demarcamayorinternational@gmail.com,Other Service Activities ,,,,,,,
,NAIJA STANDARD,234(0)080 23006123,,Lagos,99 Ilupeju avanue,,info@naijastandard.com,Other Service Activities ,,,,,,,
,NEGRIS HOLDING LTD,234(0)080 39104260,,Lagos,"37,Isheri Aguda Ogba Lagos",,negrisholding@yahoo.com,Other Service Activities ,,,,,,,
,MEL CAKES,234(0)080 29990605,,Lagos,"Oriola fagbeyiro estate, ajah",,mel_cakes@yahoo.com,Other Service Activities ,,,,,,,
,ZENITH CAREX INTERNATIONAL,234(0)080 98881270,,Lagos,"27, Opebi road, Opebi. Ikeja",,info@zenithcarex.com.,Other Service Activities ,,,,,,,
,CLOUT COMMUNICATION LIMITED,234(0)080 33780616,,Lagos,55 Ajayi road ogba,,Cloutcommunications@gmail.com,Other Service Activities ,,,,,,,
,MANEFFORT LIMITED.,234(0)070 65855446,,Lagos,"59, Awolowo road, ikoyi",,"Maneffort@gmail,com",Other Service Activities ,,,,,,,
,NETORB MEDIA LIMITED,234(0)080 27870999,,Lagos,"35, Falomo road, ikoyi",,netorbmedia@gmail.com,Other Service Activities ,,,,,,,
,ELUIDEM T SOLUTIONS,234(0)070 32623818,,Lagos,c villa resort road 45 leaking scheme,,eluidemTsolutions@gmail.com,Other Service Activities ,,,,,,,
,ANATECH TECHNOLOGIES,234(0)081 67032255,,Lagos,124 Ogunlana Drive,,info@anatechnologies@gmail,Other Service Activities ,,,,,,,
,MEROLNICK TECHNOLOGY SOLUTIONS  NIGERIA,234(0)008 03455612,,Lagos,"13 Osborne Road, Falomo",,meraldtech@gmail.com,Other Service Activities ,,,,,,,
,CLOUD SOFT SYSTEMS  NETWORK NIG LTD,234(0)080 99413551,,Lagos,"112 Western Avenue, Bode Thomas",,cloudsofnig@gmail.com,Other Service Activities ,,,,,,,
,CHYALL GLOBAL VENTURES,234(0)080 61106987,,Lagos,"31 Fakoya street, Egbeda",,chyallyglobalventure@yahoo.com,Other Service Activities ,,,,,,,
,FAST SPEED TECHNOLOGY  SOLUTION,234(0)008 02366728,,Lagos,26 Association Avenue ilupeju,,fastspeedtechsolutios@gmail.com,Other Service Activities ,,,,,,,
,MICROBOLD SMART SYSTEM LTD,234(0)070 26579853,,Lagos,13 Bamgbose Street,,microboldsmart@gmail.com,Other Service Activities ,,,,,,,
,DATAFLEX NIGERIA LIMITED,234(0)090 74577835,,Lagos,"plot 70, Adeleye street, lagos",,dataflex_ng@yahoo.com,Other Service Activities ,,,,,,,
,ONESOFT SOLUTION LIMITED,234(0)090 57547843,,Lagos,"4, Alowolodu street, Lekki",,onesoftsolutions@yahoo.com,Other Service Activities ,,,,,,,
,SAVVY SOLUTIONS,234(0)070 36663476,,Lagos,46 Association Avenue ilupeju,,info@savvysolution@gmailcom,Other Service Activities ,,,,,,,
,UNLOCK CONSULTING LIMITED,234(0)008 05733398,,Lagos,1 Adefowope street off Association Avenue,,unlockconsultingltd@gmail,Other Service Activities ,,,,,,,
,OPTISOFT TECHNOLOGY COMPANY LTD,234(0)070 28154346,,Lagos,"46, Marina street, Lagos",,optisofttechnology@yahoo.com,Other Service Activities ,,,,,,,
,BRAIN HOUSE COMPANY,234(0)080 39759652,,Lagos,24 sura magaji street ilupeju,,brainhousecompany@gmail.com,Other Service Activities ,,,,,,,
,MANDELA EPIC TOWER,234(0)070 40677987,,Lagos,36 Ilupeju avenue,,andelaepictower@hotmail.com,Other Service Activities ,,,,,,,
,SLATECUBE TALENT ACCELERATOR,234(0)008 02261944,,Lagos,"8 Bamgbose Street,",,andrewibe2003@yahoo.com,Other Service Activities ,,,,,,,
,HIGH TECH DATA SYSTEM,234(0)007 02956325,,Lagos,147 Ogunlana Drives surulere,,hightechdata@gmail.com,Other Service Activities ,,,,,,,
,CIN CONSULT LTD,234(0)009 03535751,,Lagos,28A Providence street,,cinconsulltd@gmail.com,Other Service Activities ,,,,,,,
,INTERNATIONAL DATA MANAGEMENT SERVICES LTD,234(0)081 71229683,,Lagos,"132,Broad Street Lagos Island Lagos",,idmanagement@gmail.com,Other Service Activities ,,,,,,,
,READERS WORLD LIMITED,234(0)080 35133252,,Lagos,"suit 303 Golden plaza, Ikoyi",,info@readersworldlimited@gmail,Other Service Activities ,,,,,,,
,ABB ELECTRICAL,234(0)081 43340223,,Lagos,"46 Independence avenue, v.i",,info@abb.com,Other Service Activities ,,,,,,,
,OLOLADE ELECTROMECH,234(0)070 84044240,,Lagos,"1 Akinbayode str, papa ajao, Mushin",,ololadegroup@yahoo.com,Other Service Activities ,,,,,,,
,SUCCEED CHARLES ELECTRICAL COMPANY,234(0)081 67612328,,Lagos,9 oroyinyin street adeniji,,succeedcharleselectricalcompany@gmail.com,Other Service Activities ,,,,,,,
,APPLIED ENGINEERING TECHNOLOGY,234(0)081 83390748,,Lagos,148/150 bode thomas street alaka,,infotech@appliedengineering.com,Other Service Activities ,,,,,,,
,ADEKEMI TECHNOLOGY ENTERPRISES,234(0)081 82279992,,Lagos,4 Adu street ogba,,adekemitech@yahoo.com,Other Service Activities ,,,,,,,
,FRESTECH ELECTRIC NIGERIA LIMITED,234(0)090 87668231,,Lagos,suite 22 golden plaza ikoyi,,frestechelectrinigeri@gmail.com,Other Service Activities ,,,,,,,
,NEWTON ELECTRICAL LTD,234(0)081 39131326,,Lagos,"151, Akowojo Road, Egbeda",,lnfo@electrical.com.ng,Other Service Activities ,,,,,,,
,VANGO TECHNICAL CO LTD,234(0)081 31980654,,Lagos,"Plot 304, Thompson avenue V Island",,ayobami76sasan@gmai.com,Other Service Activities ,,,,,,,
,WAVE ELECTRONIC SYSTEM,234(0)080 23611428,,Lagos,8 layi yusuf crescent lekki ajah,,waveelectronicservicesystem@gmail.com,Other Service Activities ,,,,,,,
,SAHARA ENERGY & LOGISTIC,234(0)080 67893234,,Lagos,17 Oluwa road ikoyi,,Saharaenergy&logics@gmail.com,Other Service Activities ,,,,,,,
,CTIL COMPANY,234(0)080 34056178,,Lagos,94 Adeniyi jones Avenue ikeja,,tech@colemancables.com,Other Service Activities ,,,,,,,
,PROTECK POWER AND ENERGY LIMITED,234(0)080 33652203,,Lagos,plot T13 Ramat crescent ogudu,,proteckpowerandEnergy@gmail.com,Other Service Activities ,,,,,,,
,ZAFFY CONSULTANCY,234(0)080 78903465,,Ogun,onikolobo Adigbe Abeokuta,,zaffy_entr54@gmail.com,Other Service Activities ,,,,,,,
,ALAHU LATEEF ENERGY RESOURCES,234(0)081 70361209,,Lagos,"35,Awolowo way Ikoyi Lagos",,allahulateef@gmail.com,Other Service Activities ,,,,,,,
,PREWOH NIGERIA LIMITED,234(0)080 33416503,,Lagos,12/14 babs animashaun road surulere,,prewohnigeria@gmail.com,Other Service Activities ,,,,,,,
,KRONES WEST AFRICA,234(0)090 22344963,,Lagos,plot 107 Acme road,,kronewestmechaniceng.@gmail.com,Construction,,,,,,,
,CREATIVE BROAD SERVICE LIMITED,234(0)009 08721325,,Lagos,2 lekki county road ajah,,infitech@creativebroadservicelimited,Construction,,,,,,,
,TRITON INTERNATIONAL COMPANY,234(0)080 30744444,,Lagos,11 iya oloye crescent ilupeju,,tritoninternationalcompany@gmail.com,Construction,,,,,,,
,TEE DEE'S WIRELESS NETWORK LTD,234(0)080 73814477,,Lagos,"69, Adeniran Ogunsanya Street, Surulere",,info@teedeesng.com,Construction,,,,,,,
,WATERPROOFING TECHNOLOGY,234(0)080 25239067,,Lagos,"2,Martin's Street Ojuelegba Surulere Lagos",,waterproofingtech@gmail.com,Construction,,,,,,,
